2025-09-24 21:53:35.487267,BUY,3740.086
2025-09-24 21:54:35.495900,BUY,3739.429
2025-09-24 21:55:35.516066,BUY,3740.27
2025-09-24 21:56:47.549745,BUY,3741.925
2025-09-24 21:57:47.729725,BUY,3741.669
2025-09-24 21:58:48.076215,BUY,3741.703
2025-09-24 21:59:48.434639,BUY,3741.953
2025-09-24 22:00:48.620995,BUY,3741.747
2025-09-24 22:01:48.805936,BUY,3742.39
2025-09-24 22:02:48.995724,BUY,3741.402
2025-09-24 22:03:49.191862,BUY,3740.169
2025-09-24 22:04:49.373984,BUY,3739.497
2025-09-24 22:05:49.562972,BUY,3740.208
2025-09-24 22:06:49.747487,BUY,3739.399
2025-09-24 22:07:49.940703,BUY,3739.876
2025-09-24 22:08:50.282654,BUY,3740.131
2025-09-24 22:26:10.010633,BUY,3737.527
2025-09-24 22:27:10.011206,BUY,3737.957
2025-09-24 22:28:10.026325,BUY,3738.105
2025-09-24 22:29:10.027680,BUY,3737.206
2025-09-24 22:30:10.213933,BUY,3736.085
2025-09-24 22:30:57.777176,BUY,3736.056
2025-09-24 22:31:57.786693,BUY,3735.843
2025-09-24 22:32:57.796784,BUY,3735.895
2025-09-24 22:33:57.803020,BUY,3735.187
2025-09-24 22:34:57.815898,BUY,3735.168
2025-09-24 22:35:57.819300,BUY,3735.607
2025-09-24 22:36:57.825618,BUY,3737.273
2025-09-24 22:37:57.837524,BUY,3737.047
2025-09-24 22:38:58.007069,BUY,3734.973
2025-09-24 22:39:58.017957,BUY,3736.042
2025-09-24 22:40:58.023835,BUY,3736.77
2025-09-24 22:41:58.034968,BUY,3737.612
2025-09-24 22:42:58.043847,BUY,3738.586
2025-09-24 22:43:58.052893,BUY,3738.528
2025-09-24 22:44:58.054666,BUY,3738.526
2025-09-24 22:45:58.066608,BUY,3738.25
2025-09-24 22:46:58.073628,BUY,3738.039
2025-09-24 22:47:58.074466,BUY,3737.35
2025-09-24 22:48:58.082365,BUY,3737.838
2025-09-24 22:49:58.094226,BUY,3736.643
2025-09-24 22:50:58.101997,BUY,3735.633
2025-09-24 22:51:58.109829,BUY,3735.333
2025-09-24 22:52:58.111127,BUY,3736.318
2025-09-24 22:53:58.121490,BUY,3735.905
2025-09-24 22:54:58.128711,BUY,3735.512
2025-09-24 22:55:58.135182,BUY,3734.913
2025-09-24 22:56:58.136284,BUY,3735.052
2025-09-24 22:57:58.144257,BUY,3735.29
2025-09-24 22:58:58.330093,BUY,3733.74
2025-09-24 22:59:58.333059,BUY,3734.839
2025-09-24 23:00:58.342672,BUY,3733.955
2025-09-24 23:01:58.348398,BUY,3733.833
2025-09-24 23:02:58.365501,BUY,3733.92
2025-09-24 23:03:58.375964,BUY,3734.308
2025-09-24 23:04:58.376792,BUY,3734.922
2025-09-24 23:05:58.387914,BUY,3734.173
2025-09-24 23:06:58.395354,BUY,3734.296
2025-09-24 23:07:58.415087,BUY,3733.455
